id	price	sale_price	sale_price_effective_date
shopify_ZZ_15508500349259_56449245118795	861.00 CZK		
shopify_ZZ_15508500447563_56449245217099	5695.00 CZK	5126.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508500480331_56449245249867	635.00 CZK	500.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508500808011_56449245610315	618.00 CZK	543.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508500906315_56449245741387	303.00 CZK		
shopify_ZZ_15508501102923_56449246167371	221.00 CZK		
shopify_ZZ_15508501168459_56449246232907	266.00 CZK		
shopify_ZZ_15508501856587_56449247052107	1836.00 CZK	1652.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508502839627_56449249575243	812.00 CZK	731.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508503593291_56449251082571	1334.00 CZK	1201.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508503757131_56449251246411	223.00 CZK		
shopify_ZZ_15508503822667_56449251311947	4774.00 CZK	4297.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508504052043_56449251541323	971.00 CZK		
shopify_ZZ_15508504412491_56449252065611	165.00 CZK	115.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508504772939_56449252426059	713.00 CZK	642.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508504969547_56449252622667	5729.00 CZK	5156.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508505067851_56449252720971	299.00 CZK		
shopify_ZZ_15508505362763_56449253015883	3902.00 CZK	3513.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508505985355_56449253638475	3395.00 CZK	2967.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508506083659_56449253736779	207.00 CZK		
shopify_ZZ_15508506313035_56449254031691	297.00 CZK		
shopify_ZZ_15508506345803_56449254064459	453.00 CZK		
shopify_ZZ_15508506378571_56449254097227	1557.00 CZK	1401.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508506771787_56449254555979	272.00 CZK		
shopify_ZZ_15508506804555_56449254588747	257.00 CZK		
shopify_ZZ_15508507197771_56449254981963	272.00 CZK		
shopify_ZZ_15508507656523_56449256849739	256.00 CZK		
shopify_ZZ_15508507689291_56449256882507	262.00 CZK		
shopify_ZZ_15508507722059_56449256915275	311.00 CZK		
shopify_ZZ_15508508377419_56449257570635	4853.00 CZK	4368.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508508508491_56449257701707	223.00 CZK		
shopify_ZZ_15508508901707_56449258094923	1414.00 CZK	1274.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508510835019_56449260061003	411.00 CZK		
shopify_ZZ_15508510900555_56449260093771	372.00 CZK		
shopify_ZZ_15508511195467_56449260454219	387.00 CZK		
shopify_ZZ_15508511228235_56449260486987	232.00 CZK		
shopify_ZZ_15508511490379_56449260749131	1001.00 CZK	901.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508511883595_56449261142347	1956.00 CZK	1760.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508512047435_56449262256459	1525.00 CZK	1373.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508512112971_56449262321995	1956.00 CZK	1760.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508512244043_56449262453067	1432.00 CZK	1289.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508512342347_56449262551371	2463.00 CZK	2217.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508512538955_56449262747979	340.00 CZK		
shopify_ZZ_15508512702795_56449262911819	554.00 CZK	499.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508513292619_56449263501643	4142.00 CZK	3728.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508513521995_56449263731019	298.00 CZK		
shopify_ZZ_15508513685835_56449263894859	548.00 CZK	493.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508513882443_56449264091467	6873.00 CZK	6186.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508513915211_56449264124235	7164.00 CZK	6449.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508514242891_56449264451915	326.00 CZK		
shopify_ZZ_15508514472267_56449264681291	233.00 CZK		
shopify_ZZ_15508515258699_56449265533259	742.00 CZK	641.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508515881291_56449266221387	353.00 CZK	346.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508515979595_56449266352459	370.00 CZK		
shopify_ZZ_15508516143435_56449266516299	591.00 CZK	532.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508516405579_56449266778443	1808.00 CZK	1627.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508516766027_56449267138891	207.00 CZK		
shopify_ZZ_15508517650763_56449268384075	315.00 CZK		
shopify_ZZ_15508518142283_56449268875595	1939.00 CZK	1745.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508519518539_56449270251851	299.00 CZK		
shopify_ZZ_15508519944523_56449270677835	16149.00 CZK	14535.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508520894795_56449271791947	338.00 CZK		
shopify_ZZ_15508521124171_56449272021323	595.00 CZK		
shopify_ZZ_15508521681227_56449272611147	1033.00 CZK	866.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508521845067_56449272774987	304.00 CZK		
shopify_ZZ_15508522041675_56449273004363	203.00 CZK		
shopify_ZZ_15508522205515_56449273168203	380.00 CZK		
shopify_ZZ_15508522271051_56449273233739	254.00 CZK		
shopify_ZZ_15508522369355_56449273528651	250.00 CZK		
shopify_ZZ_15508522762571_56449273921867	4774.00 CZK	4297.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508523254091_56449274577227	2436.00 CZK		
shopify_ZZ_15508524040523_56449275560267	4550.00 CZK	4095.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508524335435_56449275887947	286.00 CZK		
shopify_ZZ_15508524958027_56449276707147	9321.00 CZK	8390.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508525416779_56449277165899	9321.00 CZK	8390.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508526170443_56449278116171	1479.00 CZK	1332.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508526203211_56449278148939	544.00 CZK	490.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508526760267_56449278738763	212.00 CZK		
shopify_ZZ_15508528333131_56449280934219	954.00 CZK	859.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508528365899_56449281032523	5397.00 CZK	4858.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508528660811_56449281556811	357.00 CZK		
shopify_ZZ_15508528922955_56449281818955	1781.00 CZK	1604.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508529185099_56449282081099	725.00 CZK	653.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508529643851_56449282539851	321.00 CZK		
shopify_ZZ_15508529676619_56449282572619	875.00 CZK	788.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508530004299_56449282900299	304.00 CZK		
shopify_ZZ_15508530266443_56449283293515	317.00 CZK		
shopify_ZZ_15508530856267_56449283850571	562.00 CZK	506.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508531020107_56449284014411	299.00 CZK		
shopify_ZZ_15508531544395_56449284571467	345.00 CZK	343.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508532199755_56449285194059	1930.00 CZK	1737.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508532494667_56449285488971	816.00 CZK	555.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508532789579_56449285980491	272.00 CZK		
shopify_ZZ_15508533182795_56449286406475	348.00 CZK		
shopify_ZZ_15508533903691_56449287160139	1396.00 CZK	1256.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508536033611_56449289519435	228.00 CZK		
shopify_ZZ_15508536262987_56449289748811	455.00 CZK		
shopify_ZZ_15508536426827_56449289912651	455.00 CZK		
shopify_ZZ_15508536623435_56449290109259	455.00 CZK		
shopify_ZZ_15508536688971_56449290174795	455.00 CZK		
shopify_ZZ_15508537114955_56449290764619	297.00 CZK		
shopify_ZZ_15508537999691_56449291682123	265.00 CZK		
shopify_ZZ_15508538327371_56449292042571	5243.00 CZK	4720.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508538425675_56449292140875	1054.00 CZK	949.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508538589515_56449292403019	639.00 CZK	576.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508539015499_56449292829003	4028.00 CZK	3625.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508539179339_56449292960075	1207.00 CZK		
shopify_ZZ_15508539277643_56449293091147	299.00 CZK		
shopify_ZZ_15508539474251_56449293287755	4297.00 CZK	3868.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508539965771_56449293779275	734.00 CZK	661.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508540162379_56449293975883	3535.00 CZK	3182.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508540195147_56449294008651	157.00 CZK		
shopify_ZZ_15508540653899_56449294467403	285.00 CZK		
shopify_ZZ_15508541800779_56449295614283	318.00 CZK	302.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508542161227_56449295974731	6330.00 CZK	5697.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508542914891_56449296925003	251.00 CZK		
shopify_ZZ_15508543078731_56449297088843	311.00 CZK		
shopify_ZZ_15508543308107_56449297318219	4893.00 CZK	4405.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508543406411_56449297416523	1083.00 CZK	975.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508544029003_56449298235723	5687.00 CZK		
shopify_ZZ_15508544225611_56449298432331	368.00 CZK		
shopify_ZZ_15508544389451_56449298596171	211.00 CZK		
shopify_ZZ_15508544946507_56449299317067	337.00 CZK		
shopify_ZZ_15508545110347_56449299480907	7075.00 CZK	6368.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508545175883_56449299546443	5746.00 CZK	4428.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508546027851_56449300627787	348.00 CZK		
shopify_ZZ_15508546126155_56449300726091	314.00 CZK		
shopify_ZZ_15508546257227_56449300857163	720.00 CZK	648.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508547174731_56449302200651	5949.00 CZK		
shopify_ZZ_15508548092235_56449303216459	677.00 CZK	609.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508548747595_56449304002891	344.00 CZK		
shopify_ZZ_15508549206347_56449304494411	221.00 CZK		
shopify_ZZ_15508549697867_56449305117003	4015.00 CZK	3614.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508549763403_56449305182539	319.00 CZK		
shopify_ZZ_15508550156619_56449305575755	1563.00 CZK	1407.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508550189387_56449305608523	274.00 CZK		
shopify_ZZ_15508550222155_56449305641291	226.00 CZK		
shopify_ZZ_15508550648139_56449306591563	199.00 CZK		
shopify_ZZ_15508550746443_56449306689867	328.00 CZK		
shopify_ZZ_15508550779211_56449306722635	554.00 CZK	500.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508551565643_56449307541835	165.00 CZK		
shopify_ZZ_15508551926091_56449307902283	6537.00 CZK	5883.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508552319307_56449308492107	222.00 CZK		
shopify_ZZ_15508552352075_56449308524875	264.00 CZK		
shopify_ZZ_15508552581451_56449308754251	200.00 CZK		
shopify_ZZ_15508552646987_56449308819787	1142.00 CZK	1028.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508552909131_56449309081931	1230.00 CZK	1108.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508553204043_56449309409611	899.00 CZK	809.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508553400651_56449309573451	711.00 CZK	640.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508553466187_56449309835595	1292.00 CZK	1093.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508553728331_56449310097739	793.00 CZK		
shopify_ZZ_15508553990475_56449310425419	3623.00 CZK	2869.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508554187083_56449310622027	867.00 CZK	780.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508554907979_56449311375691	2989.00 CZK	2691.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508554940747_56449311441227	2281.00 CZK		
shopify_ZZ_15508555006283_56449311506763	945.00 CZK	851.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508555235659_56449311736139	316.00 CZK		
shopify_ZZ_15508555432267_56449311998283	256.00 CZK		
shopify_ZZ_15508556218699_56449312751947	213.00 CZK		
shopify_ZZ_15508556808523_56449314488651	777.00 CZK	699.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508557267275_56449315111243	301.00 CZK		
shopify_ZZ_15508557758795_56449315569995	731.00 CZK	658.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508558119243_56449315930443	4774.00 CZK		
shopify_ZZ_15508558217547_56449315995979	4774.00 CZK	4297.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508558283083_56449316094283	258.00 CZK		
shopify_ZZ_15508558643531_56449316585803	4774.00 CZK	4297.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508559200587_56449317142859	1308.00 CZK	1177.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508559364427_56449317306699	2197.00 CZK	1978.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508559855947_56449317929291	167.00 CZK		
shopify_ZZ_15508560150859_56449318224203	1603.00 CZK	1443.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508560249163_56449318322507	273.00 CZK		
shopify_ZZ_15508560871755_56449320091979	284.00 CZK		
shopify_ZZ_15508561068363_56449320288587	252.00 CZK		
shopify_ZZ_15508561133899_56449320354123	320.00 CZK		
shopify_ZZ_15508562379083_56449321599307	187.00 CZK		
shopify_ZZ_15508562444619_56449321664843	3542.00 CZK	3189.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508564771147_56449324155211	484.00 CZK		
shopify_ZZ_15508565197131_56449324613963	4774.00 CZK	4297.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508565754187_56449325203787	674.00 CZK	608.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508565852491_56449325302091	5687.00 CZK	5119.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508566114635_56449325564235	3034.00 CZK	2731.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508566180171_56449325629771	3561.00 CZK	3206.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508566638923_56449326154059	458.00 CZK		
shopify_ZZ_15508566999371_56449326547275	1704.00 CZK	1534.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508567228747_56449326776651	265.00 CZK		
shopify_ZZ_15508568441163_56449328120139	303.00 CZK		
shopify_ZZ_15508568506699_56449328185675	1471.00 CZK	1235.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508568801611_56449328513355	1042.00 CZK	771.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508569227595_56449330413899	2529.00 CZK	2277.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508570276171_56449331495243	1187.00 CZK	1068.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508570931531_56449332183371	305.00 CZK		
shopify_ZZ_15508571357515_56449332609355	552.00 CZK		
shopify_ZZ_15508571390283_56449332642123	214.00 CZK		
shopify_ZZ_15508571586891_56449332838731	417.00 CZK		
shopify_ZZ_15508571881803_56449333133643	232.00 CZK		
shopify_ZZ_15508571914571_56449333166411	184.00 CZK		
shopify_ZZ_15508572569931_56449334051147	362.00 CZK		
shopify_ZZ_15508572668235_56449334149451	458.00 CZK		
shopify_ZZ_15508573094219_56449334575435	217.00 CZK		
shopify_ZZ_15508573126987_56449334608203	11914.00 CZK		
shopify_ZZ_15508573258059_56449334968651	296.00 CZK		
shopify_ZZ_15508573290827_56449335001419	559.00 CZK	503.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508573356363_56449335066955	279.00 CZK		
shopify_ZZ_15508573847883_56449336148299	226.00 CZK		
shopify_ZZ_15508574699851_56449337655627	2102.00 CZK	1892.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508574798155_56449337753931	288.00 CZK		
shopify_ZZ_15508575322443_56449338736971	363.00 CZK		
shopify_ZZ_15508575453515_56449339097419	362.00 CZK		
shopify_ZZ_15508575748427_56449339392331	1441.00 CZK	1297.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508575977803_56449339883851	232.00 CZK		
shopify_ZZ_15508576338251_56449340244299	202.00 CZK		
shopify_ZZ_15508576436555_56449340342603	182.00 CZK		
shopify_ZZ_15508576502091_56449340408139	147.00 CZK		
shopify_ZZ_15508576797003_56449340703051	1486.00 CZK	1338.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508577222987_56449341129035	5949.00 CZK	5355.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508577354059_56449341260107	1582.00 CZK	1424.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508577452363_56449341358411	748.00 CZK		
shopify_ZZ_15508577911115_56449341981003	670.00 CZK	475.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508578107723_56449342243147	905.00 CZK	815.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508578468171_56449342636363	1181.00 CZK	1063.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508578894155_56449343062347	217.00 CZK		
shopify_ZZ_15508579647819_56449343816011	241.00 CZK		
shopify_ZZ_15508580073803_56449344405835	7763.00 CZK	6988.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508580303179_56449344635211	3578.00 CZK	3220.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508580335947_56449344667979	949.00 CZK	854.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508582302027_56449346666827	267.00 CZK		
shopify_ZZ_15508582760779_56449347158347	280.00 CZK		
shopify_ZZ_15508582793547_56449347191115	214.00 CZK		
shopify_ZZ_15508583383371_56449347780939	637.00 CZK	573.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508583711051_56449348141387	10699.00 CZK	9630.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508584137035_56449348600139	387.00 CZK		
shopify_ZZ_15508584300875_56449348993355	296.00 CZK		
shopify_ZZ_15508585382219_56449350074699	888.00 CZK	800.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508585972043_56449350697291	296.00 CZK		
shopify_ZZ_15508586037579_56449350795595	302.00 CZK		
shopify_ZZ_15508586103115_56449350861131	2010.00 CZK	1809.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508586201419_56449350959435	3346.00 CZK	3011.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508586365259_56449351156043	4109.00 CZK		
shopify_ZZ_15508586594635_56449351385419	1429.00 CZK	1286.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508586627403_56449351418187	1578.00 CZK	1420.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508587020619_56449351844171	1704.00 CZK	1534.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508587086155_56449351909707	3481.00 CZK	3133.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508587151691_56449351975243	2672.00 CZK	2405.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508587446603_56449352270155	1297.00 CZK	1167.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508588003659_56449352794443	1297.00 CZK	1167.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508588101963_56449352991051	2807.00 CZK	2526.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508588462411_56449353351499	836.00 CZK		
shopify_ZZ_15508588560715_56449353417035	5687.00 CZK	5119.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508588921163_56449353777483	756.00 CZK	680.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508589019467_56449353908555	827.00 CZK	653.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508589150539_56449354170699	231.00 CZK		
shopify_ZZ_15508589183307_56449354203467	3102.00 CZK	2792.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508589347147_56449354367307	2895.00 CZK	2606.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508589412683_56449354432843	240.00 CZK		
shopify_ZZ_15508589543755_56449354563915	1177.00 CZK	1060.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508589642059_56449354662219	553.00 CZK	498.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508589969739_56449354989899	1453.00 CZK	1308.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508590395723_56449355415883	2712.00 CZK	2442.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508590952779_56449356104011	893.00 CZK		
shopify_ZZ_15508591247691_56449356398923	777.00 CZK	699.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508591411531_56449356562763	242.00 CZK		
shopify_ZZ_15508591575371_56449356726603	307.00 CZK		
shopify_ZZ_15508591837515_56449356988747	288.00 CZK		
shopify_ZZ_15508591903051_56449357054283	686.00 CZK	618.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508592066891_56449357218123	204.00 CZK		
shopify_ZZ_15508592820555_56449357971787	5729.00 CZK	5156.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508593017163_56449358233931	231.00 CZK		
shopify_ZZ_15508593115467_56449358299467	542.00 CZK	488.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508593606987_56449358823755	8121.00 CZK	7310.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508593967435_56449359380811	183.00 CZK		
shopify_ZZ_15508594065739_56449359446347	3173.00 CZK		
shopify_ZZ_15508594458955_56449359872331	508.00 CZK	405.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508594590027_56449359970635	302.00 CZK		
shopify_ZZ_15508595376459_56449361019211	303.00 CZK		
shopify_ZZ_15508595605835_56449361248587	980.00 CZK	882.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508596359499_56449362198859	708.00 CZK		
shopify_ZZ_15508596621643_56449362461003	271.00 CZK		
shopify_ZZ_15508596883787_56449362854219	1228.00 CZK	1154.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508597047627_56449363018059	240.00 CZK		
shopify_ZZ_15508597145931_56449363149131	259.00 CZK		
shopify_ZZ_15508597506379_56449363509579	355.00 CZK		
shopify_ZZ_15508597735755_56449363738955	702.00 CZK	632.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508597834059_56449363870027	4774.00 CZK	4297.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508598489419_56449365049675	284.00 CZK		
shopify_ZZ_15508598620491_56449365180747	217.00 CZK		
shopify_ZZ_15508598718795_56449365279051	4774.00 CZK	4297.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508598751563_56449365311819	3367.00 CZK	3031.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508598915403_56449365442891	5729.00 CZK	5156.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508599243083_56449365836107	5456.00 CZK	4911.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15508599406923_56449365999947	3331.00 CZK		
shopify_ZZ_15508600324427_56449367114059	303.00 CZK		
shopify_ZZ_15508600291659_56449367146827	263.00 CZK		
