id	price	sale_price	sale_price_effective_date
shopify_ZZ_15506923389259_56446946672971	256.00 CZK		
shopify_ZZ_15506923618635_56446946902347	3452.00 CZK	2921.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506924077387_56446947361099	2682.00 CZK	2414.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506924273995_56446947590475	263.00 CZK		
shopify_ZZ_15506924405067_56446947754315	5295.00 CZK	4766.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506924437835_56446947787083	205.00 CZK		
shopify_ZZ_15506924699979_56446948081995	998.00 CZK	898.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506924732747_56446948147531	272.00 CZK		
shopify_ZZ_15506924831051_56446948245835	3613.00 CZK	3252.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506925158731_56446948606283	1210.00 CZK	1090.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506925322571_56446948770123	2884.00 CZK	2597.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506925355339_56446948802891	230.00 CZK		
shopify_ZZ_15506925846859_56446949458251	169.00 CZK		
shopify_ZZ_15506925879627_56446949491019	380.00 CZK		
shopify_ZZ_15506926043467_56446949654859	4372.00 CZK	3936.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506926240075_56446949917003	300.00 CZK		
shopify_ZZ_15506926567755_56446951227723	786.00 CZK	708.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506926633291_56446951260491	310.00 CZK		
shopify_ZZ_15506926698827_56446951358795	374.00 CZK		
shopify_ZZ_15506926797131_56446951489867	4142.00 CZK	3728.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506926993739_56446951719243	1496.00 CZK	1347.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506927059275_56446951784779	1496.00 CZK	1347.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506927092043_56446951817547	212.00 CZK		
shopify_ZZ_15506927190347_56446951915851	313.00 CZK		
shopify_ZZ_15506927550795_56446952309067	294.00 CZK		
shopify_ZZ_15506927616331_56446952374603	995.00 CZK		
shopify_ZZ_15506927747403_56446952505675	4414.00 CZK		
shopify_ZZ_15506927976779_56446952735051	323.00 CZK		
shopify_ZZ_15506928009547_56446952800587	1269.00 CZK	1142.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506928173387_56446953029963	221.00 CZK		
shopify_ZZ_15506928238923_56446953095499	1133.00 CZK	1020.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506928304459_56446953128267	5088.00 CZK	4579.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506928468299_56446953947467	958.00 CZK	862.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506928566603_56446954045771	335.00 CZK		
shopify_ZZ_15506928599371_56446954078539	568.00 CZK	511.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506928730443_56446954209611	1385.00 CZK	997.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506928828747_56446954307915	1167.00 CZK		
shopify_ZZ_15506928894283_56446954373451	365.00 CZK		
shopify_ZZ_15506929058123_56446954537291	1786.00 CZK	1608.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506929090891_56446954570059	266.00 CZK		
shopify_ZZ_15506929156427_56446954635595	245.00 CZK		
shopify_ZZ_15506929221963_56446954701131	218.00 CZK		
shopify_ZZ_15506929582411_56446955913547	4102.00 CZK	3693.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506929713483_56446956044619	524.00 CZK	472.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506929811787_56446956241227	385.00 CZK		
shopify_ZZ_15506929910091_56446956372299	307.00 CZK		
shopify_ZZ_15506929942859_56446956405067	316.00 CZK		
shopify_ZZ_15506930073931_56446956634443	346.00 CZK		
shopify_ZZ_15506930139467_56446956667211	372.00 CZK		
shopify_ZZ_15506930532683_56446957125963	5729.00 CZK	5156.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506930696523_56446957322571	229.00 CZK		
shopify_ZZ_15506930925899_56446957748555	3924.00 CZK	3533.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506930958667_56446957781323	986.00 CZK	887.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506931122507_56446957977931	5300.00 CZK	4771.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506931515723_56446958403915	246.00 CZK		
shopify_ZZ_15506931646795_56446958534987	736.00 CZK	662.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506931941707_56446958829899	851.00 CZK	766.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506932105547_56446959190347	528.00 CZK	475.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506932138315_56446959223115	4303.00 CZK	3873.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506932465995_56446959583563	5949.00 CZK		
shopify_ZZ_15506932498763_56446959616331	5949.00 CZK	5355.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506932662603_56446959812939	227.00 CZK		
shopify_ZZ_15506932728139_56446959878475	212.00 CZK		
shopify_ZZ_15506932793675_56446959944011	463.00 CZK		
shopify_ZZ_15506932891979_56446960009547	1223.00 CZK	1101.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506933055819_56446960861515	292.00 CZK		
shopify_ZZ_15506933383499_56446961320267	6753.00 CZK		
shopify_ZZ_15506933580107_56446963220811	5687.00 CZK	5119.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506933678411_56446963319115	2353.00 CZK	2118.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506934628683_56446964891979	12605.00 CZK		
shopify_ZZ_15506934858059_56446965186891	10347.00 CZK	9313.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506934989131_56446965285195	2867.00 CZK	2580.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506935021899_56446965350731	225.00 CZK		
shopify_ZZ_15506935251275_56446965580107	227.00 CZK		
shopify_ZZ_15506935415115_56446965743947	373.00 CZK		
shopify_ZZ_15506935513419_56446965842251	865.00 CZK	779.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506935611723_56446965973323	768.00 CZK		
shopify_ZZ_15506935808331_56446966235467	299.00 CZK		
shopify_ZZ_15506935873867_56446966301003	508.00 CZK	457.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506935939403_56446966366539	1578.00 CZK	1420.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506936004939_56446966432075	272.00 CZK		
shopify_ZZ_15506936103243_56446966563147	10416.00 CZK		
shopify_ZZ_15506936136011_56446966595915	5687.00 CZK		
shopify_ZZ_15506936201547_56446966661451	222.00 CZK		
shopify_ZZ_15506936234315_56446966694219	591.00 CZK	468.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506936299851_56446966759755	576.00 CZK	518.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506936496459_56446967021899	5687.00 CZK		
shopify_ZZ_15506936529227_56446967054667	5687.00 CZK	5119.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506936561995_56446967087435	344.00 CZK	340.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506936660299_56446967185739	181.00 CZK		
shopify_ZZ_15506936693067_56446967218507	324.00 CZK		
shopify_ZZ_15506936922443_56446967447883	267.00 CZK		
shopify_ZZ_15506937020747_56446967546187	269.00 CZK		
shopify_ZZ_15506937610571_56446968136011	342.00 CZK		
shopify_ZZ_15506937938251_56446968561995	4708.00 CZK	4238.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506938102091_56446968856907	971.00 CZK	874.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506938331467_56446969086283	8632.00 CZK		
shopify_ZZ_15506938462539_56446969217355	2441.00 CZK	2198.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506938659147_56446969905483	1270.00 CZK	1144.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506938790219_56446970036555	8233.00 CZK	7411.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506939117899_56446970364235	900.00 CZK	810.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506939347275_56446974722379	4422.00 CZK	3980.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506939445579_56446974820683	4842.00 CZK		
shopify_ZZ_15506939773259_56446975607115	869.00 CZK	782.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506939871563_56446975705419	230.00 CZK		
shopify_ZZ_15506939904331_56446975738187	262.00 CZK		
shopify_ZZ_15506940199243_56446976098635	297.00 CZK		
shopify_ZZ_15506940297547_56446976196939	625.00 CZK	563.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506940526923_56446976524619	225.00 CZK		
shopify_ZZ_15506940559691_56446976557387	5729.00 CZK	5156.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506940789067_56446976786763	350.00 CZK		
shopify_ZZ_15506941051211_56446977147211	1116.00 CZK	1004.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506941083979_56446977179979	417.00 CZK		
shopify_ZZ_15506941280587_56446977376587	5729.00 CZK	5156.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506941411659_56446977507659	1146.00 CZK	1031.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506941706571_56446977933643	1051.00 CZK		
shopify_ZZ_15506941935947_56446978195787	221.00 CZK		
shopify_ZZ_15506942034251_56446978294091	5729.00 CZK	5156.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506942099787_56446978359627	4323.00 CZK	3892.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506942394699_56446978687307	458.00 CZK		
shopify_ZZ_15506942525771_56446978818379	299.00 CZK		
shopify_ZZ_15506942656843_56446978949451	280.00 CZK		
shopify_ZZ_15506942722379_56446979178827	267.00 CZK		
shopify_ZZ_15506942755147_56446979211595	214.00 CZK		
shopify_ZZ_15506943377739_56446980030795	2475.00 CZK		
shopify_ZZ_15506943541579_56446980358475	2000.00 CZK	1800.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506943803723_56446980587851	1053.00 CZK		
shopify_ZZ_15506943836491_56446980653387	988.00 CZK		
shopify_ZZ_15506943967563_56446981177675	296.00 CZK		
shopify_ZZ_15506944033099_56446981243211	3405.00 CZK	3065.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506944360779_56446981701963	5729.00 CZK	5156.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506944426315_56446981767499	7164.00 CZK	6449.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506944459083_56446981833035	1297.00 CZK	1167.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506944852299_56446982816075	206.00 CZK		
shopify_ZZ_15506944885067_56446982848843	293.00 CZK		
shopify_ZZ_15506945179979_56446983176523	888.00 CZK	800.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506945245515_56446983242059	302.00 CZK		
shopify_ZZ_15506945376587_56446983569739	263.00 CZK		
shopify_ZZ_15506945474891_56446983962955	544.00 CZK		
shopify_ZZ_15506945540427_56446984126795	5938.00 CZK	5345.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506945573195_56446984159563	306.00 CZK		
shopify_ZZ_15506945671499_56446984225099	311.00 CZK		
shopify_ZZ_15506945737035_56446984323403	164.00 CZK		
shopify_ZZ_15506945900875_56446984487243	1655.00 CZK	1490.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506945966411_56446984749387	319.00 CZK		
shopify_ZZ_15506946163019_56446985437515	366.00 CZK		
shopify_ZZ_15506946294091_56446985601355	219.00 CZK		
shopify_ZZ_15506946392395_56446985699659	475.00 CZK		
shopify_ZZ_15506946425163_56446985732427	394.00 CZK	320.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506946621771_56446986682699	2995.00 CZK	2696.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506946654539_56446986715467	783.00 CZK	736.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506946720075_56446986781003	1848.00 CZK	1663.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506946818379_56446987108683	1267.00 CZK	1140.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506946916683_56446987206987	2213.00 CZK	1992.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506947506507_56446988779851	1118.00 CZK	1073.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506947768651_56446989631819	292.00 CZK		
shopify_ZZ_15506947998027_56446990090571	267.00 CZK		
shopify_ZZ_15506948063563_56446990287179	207.00 CZK		
shopify_ZZ_15506948194635_56446990385483	4150.00 CZK	3736.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506948260171_56446990483787	973.00 CZK		
shopify_ZZ_15506948358475_56446990975307	5687.00 CZK	5119.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506948555083_56446991761739	5687.00 CZK	5119.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506948620619_56446991794507	232.00 CZK		
shopify_ZZ_15506948817227_56446992875851	264.00 CZK		
shopify_ZZ_15506948849995_56446993367371	402.00 CZK		
shopify_ZZ_15506948882763_56446993400139	1644.00 CZK	1481.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506949144907_56446994743627	1161.00 CZK	1045.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506949275979_56446994874699	293.00 CZK		
shopify_ZZ_15506949505355_56446995235147	6008.00 CZK	5408.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506949603659_56446995300683	848.00 CZK	763.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506949865803_56446996414795	225.00 CZK		
shopify_ZZ_15506950259019_56446996808011	333.00 CZK		
shopify_ZZ_15506950390091_56446997987659	1710.00 CZK		
shopify_ZZ_15506950422859_56446998020427	1982.00 CZK		
shopify_ZZ_15506950783307_56446999167307	559.00 CZK	503.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506950881611_56446999265611	737.00 CZK	663.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506950914379_56446999298379	1185.00 CZK	1067.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506951078219_56446999691595	352.00 CZK		
shopify_ZZ_15506951110987_56446999724363	324.00 CZK		
shopify_ZZ_15506951536971_56447001067851	7110.00 CZK	6400.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506951635275_56447001166155	346.00 CZK		
shopify_ZZ_15506951700811_56447001198923	348.00 CZK		
shopify_ZZ_15506951733579_56447001329995	24449.00 CZK	22066.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506951766347_56447001362763	620.00 CZK		
shopify_ZZ_15506951831883_56447001428299	3423.00 CZK	3081.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506952028491_56447001919819	458.00 CZK		
shopify_ZZ_15506952094027_56447002214731	286.00 CZK	281.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506952192331_56447002313035	491.00 CZK		
shopify_ZZ_15506952552779_56447003820363	2859.00 CZK	2573.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506952651083_56447003918667	3672.00 CZK	3305.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506952716619_56447003984203	209.00 CZK		
shopify_ZZ_15506952749387_56447004016971	220.00 CZK		
shopify_ZZ_15506952913227_56447004311883	3840.00 CZK		
shopify_ZZ_15506953044299_56447004442955	363.00 CZK		
shopify_ZZ_15506953339211_56447005262155	6296.00 CZK	5667.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506953371979_56447005294923	5807.00 CZK	5227.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506953437515_56447005327691	818.00 CZK	736.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506953634123_56447006114123	290.00 CZK		
shopify_ZZ_15506953896267_56447006376267	3513.00 CZK	3162.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506954092875_56447007195467	519.00 CZK	467.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506954125643_56447007228235	1283.00 CZK	1155.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506954289483_56447007981899	788.00 CZK		
shopify_ZZ_15506954387787_56447008080203	668.00 CZK	601.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506954453323_56447008145739	647.00 CZK	582.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506954551627_56447008244043	519.00 CZK	467.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506954813771_56447009128779	626.00 CZK	563.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506955010379_56447009456459	367.00 CZK		
shopify_ZZ_15506955534667_56447010570571	519.00 CZK	467.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506955567435_56447010668875	1622.00 CZK	1460.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506955731275_56447010898251	4195.00 CZK	3776.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506955895115_56447011553611	3964.00 CZK	3569.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506955960651_56447011586379	4687.00 CZK	4218.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506956058955_56447011717451	286.00 CZK		
shopify_ZZ_15506956419403_56447012503883	458.00 CZK		
shopify_ZZ_15506956779851_56447013093707	743.00 CZK	669.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506956845387_56447013192011	1632.00 CZK	1469.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506956878155_56447013257547	4046.00 CZK	3641.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506956943691_56447013388619	2895.00 CZK	2606.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506957173067_56447014109515	317.00 CZK		
shopify_ZZ_15506957238603_56447014175051	521.00 CZK	469.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506957336907_56447014666571	300.00 CZK		
shopify_ZZ_15506957500747_56447014863179	5823.00 CZK	5242.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506957762891_56447015223627	2779.00 CZK	2501.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506957795659_56447015289163	224.00 CZK		
shopify_ZZ_15506957893963_56447015387467	266.00 CZK		
shopify_ZZ_15506957959499_56447015453003	1001.00 CZK	901.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506958057803_56447015584075	2859.00 CZK	2574.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506958221643_56447015715147	2753.00 CZK	2478.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506958451019_56447015977291	3596.00 CZK	3237.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506958713163_56447016239435	5728.00 CZK		
shopify_ZZ_15506959040843_56447017419083	4411.00 CZK		
shopify_ZZ_15506959204683_56447017582923	231.00 CZK		
shopify_ZZ_15506959434059_56447018631499	279.00 CZK		
shopify_ZZ_15506959597899_56447018828107	1001.00 CZK	901.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506959630667_56447018860875	500.00 CZK	450.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506959663435_56447018893643	226.00 CZK		
shopify_ZZ_15506959794507_56447019090251	1475.00 CZK	1328.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506960089419_56447019581771	6583.00 CZK		
shopify_ZZ_15506960482635_56447020433739	1360.00 CZK		
shopify_ZZ_15506960810315_56447021121867	1733.00 CZK	1561.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506960843083_56447021154635	1228.00 CZK	1105.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506961203531_56447021809995	1000.00 CZK		
shopify_ZZ_15506961400139_56447022498123	4745.00 CZK	4271.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506961760587_56447023251787	2002.00 CZK	1803.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506962153803_56447023874379	5583.00 CZK	5025.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506962252107_56447024070987	615.00 CZK	554.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506962284875_56447024103755	1021.00 CZK	919.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506962383179_56447024824651	5262.00 CZK	4737.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506962448715_56447024922955	5262.00 CZK	4737.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506962645323_56447025217867	296.00 CZK		
shopify_ZZ_15506962743627_56447025316171	1037.00 CZK	933.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506962809163_56447025381707	364.00 CZK		
shopify_ZZ_15506962940235_56447025545547	228.00 CZK		
shopify_ZZ_15506963005771_56447025578315	326.00 CZK		
shopify_ZZ_15506963104075_56447025742155	1922.00 CZK		
shopify_ZZ_15506963235147_56447026233675	1175.00 CZK	1058.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506963300683_56447026266443	1675.00 CZK	1626.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506963366219_56447026495819	3515.00 CZK	3105.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506963530059_56447026659659	227.00 CZK		
shopify_ZZ_15506963759435_56447026856267	292.00 CZK		
shopify_ZZ_15506963956043_56447027052875	151.00 CZK		
shopify_ZZ_15506964218187_56447027282251	3187.00 CZK	2868.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506964283723_56447028199755	629.00 CZK	567.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506964316491_56447028232523	11093.00 CZK	9985.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506964480331_56447028396363	2068.00 CZK		
shopify_ZZ_15506964513099_56447028429131	668.00 CZK	601.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506964611403_56447028527435	3303.00 CZK	2973.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506964873547_56447028855115	774.00 CZK	655.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506964971851_56447029903691	823.00 CZK		
shopify_ZZ_15506965168459_56447030133067	220.00 CZK		
shopify_ZZ_15506965266763_56447030231371	936.00 CZK	842.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506965528907_56447030526283	4508.00 CZK	4057.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506965594443_56447030591819	4134.00 CZK	3722.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506965823819_56447031640395	4297.00 CZK	3868.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506966020427_56447032033611	301.00 CZK		
shopify_ZZ_15506966085963_56447032099147	367.00 CZK		
shopify_ZZ_15506966118731_56447032131915	307.00 CZK		
shopify_ZZ_15506966184267_56447032197451	588.00 CZK	529.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506966249803_56447032262987	795.00 CZK	716.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506966774091_56447033672011	886.00 CZK	798.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506967069003_56447033999691	426.00 CZK		
shopify_ZZ_15506967167307_56447034917195	628.00 CZK	565.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506967331147_56447035081035	342.00 CZK		
shopify_ZZ_15506967429451_56447035179339	441.00 CZK		
shopify_ZZ_15506967658827_56447035408715	274.00 CZK		
shopify_ZZ_15506967691595_56447035441483	1257.00 CZK	977.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506967757131_56447035507019	3861.00 CZK	3475.00 CZK	2026-09-10T00:00+0200/2026-09-13T23:59+0200
shopify_ZZ_15506968052043_56447036719435	270.00 CZK		
